Hp,Ep,Length,Hydrophobic residue%,H,miuH,Normalized Hydrophobic Moment,Normalized Hydrophobicity,Net Charge,Isoelectric Point,Penetration Depth,Tilt Angle,Disordered Conformation Propensity,Linear Moment,Propensity to in vitro Aggregation,Angle Subtended by the Hydrophobic Residues,Amphiphilicity Index,Propensity to PPII coil,Boman Index,PP1,PP2,PP3,KF1,KF2,KF3,KF4,KF5,KF6,KF7,KF8,KF9,KF10,Z1,Z2,Z3,Z4,Z5,F1,F2,F3,F4,F5,F6,T1,T2,T3,T4,T5,VHSE1,VHSE2,VHSE3,VHSE4,VHSE5,VHSE6,VHSE7,VHSE8,ProtFP1,ProtFP2,ProtFP3,ProtFP4,ProtFP5,ProtFP6,ProtFP7,ProtFP8,ST1,ST2,ST3,ST4,ST5,ST6,ST7,ST8,BLOSUM1,BLOSUM2,BLOSUM3,BLOSUM4,BLOSUM5,BLOSUM6,BLOSUM7,BLOSUM8,BLOSUM9,BLOSUM10,MSWHIM1,MSWHIM2,MSWHIM3,Tiny_Mole.,Small_Mole.,Aliphatic_Mole.,Aromatic_Mole.,NonPolar_Mole.,Polar_Mole.,Charged_Mole.,Basic_Mole.,Acidic_Mole.
0.429,0.357,14,0.286,0.137857143,0.215944525,0.63,0.89,3,10.81,22,129,-0.25,0.54,0,60,1.06,0.96,1.877857143,-0.166428571,-0.336428571,0.324285714,0.465,-0.335,0.205714286,0.246428571,0.166428571,-0.417857143,0.497142857,0.376428571,-0.255714286,0.152857143,0.573571429,-0.782142857,-0.443571429,-0.090714286,0.093571429,-0.403357143,-0.5865,-0.284642857,0.435,-0.084428571,0.1255,-5.061428571,-0.225714286,-0.121428571,0.137142857,0.982857143,-0.201428571,-0.196428571,-0.472142857,0.433571429,0.255714286,-0.215714286,0.527142857,-0.044285714,-1.980714286,-1.283571429,1.161428571,0.543571429,-0.176428571,0.43,0.357142857,0.337857143,-0.932428571,-0.160285714,-0.091642857,0.067357143,-0.295285714,-0.863785714,0.085571429,0.598714286,0.342857143,-0.05,0.173571429,-0.035,-0.06,0.264285714,0.415714286,-0.140714286,0.114285714,-0.172857143,-0.258571429,0.337142857,-0.342142857,42.857,64.286,14.286,14.286,57.143,42.857,21.429,21.429,0
0.071,0.286,14,0.357,0.02,0.283826808,0.5,1.14,0,6.42,23,36,-0.11,0.29,0,30,1.33,0.98,2.772857143,0.208571429,-0.295714286,0.023571429,-0.196428571,0.033571429,-0.287142857,0.438571429,0.005714286,-0.680714286,-0.129285714,0.090714286,-0.025714286,0.09,0.822142857,0.122857143,-0.24,-0.652142857,0.297142857,-0.6075,0.238857143,-0.016071429,0.416357143,-0.06,-0.076214286,-3.912142857,0.505,-0.02,-0.017142857,0.524285714,-0.353571429,0.15,0.025,-0.005714286,-0.145,0.087142857,0.292857143,-0.102857143,-1.8,0.810714286,-0.865,0.235714286,-0.49,0.281428571,0.177142857,0.122857143,-0.748071429,-0.160571429,-0.1335,-0.120714286,0.036857143,0.006928571,0.032142857,0.280928571,0.421428571,-0.042142857,-0.321428571,0.009285714,0.030714286,0.182857143,-0.144285714,-0.04,0.305714286,-0.232142857,-0.224285714,0.221428571,-0.268571429,21.429,42.857,21.429,14.286,35.714,64.286,42.857,21.429,21.429
0.071,0.429,14,0.214,-0.288571429,0.12998742,0.49,2.56,-5,3.39,30,150,-0.19,0.52,0,20,1.07,0.89,4.920714286,0.574285714,-0.432857143,-0.419285714,-0.827857143,0.022857143,-0.697142857,0.885,-0.04,0.274285714,0.249285714,-0.119285714,-0.229285714,-0.617142857,1.925714286,0.028571429,-0.494285714,-1.513571429,0.169285714,-0.849214286,0.736357143,-0.258714286,0.015571429,0.122785714,-0.413428571,-3.825,1.271428571,0.197857143,-0.104285714,0.480714286,-0.802857143,0.121428571,0.002857143,0.089285714,-0.806428571,0.142142857,0.294285714,-0.115714286,-3.563571429,1.567142857,-1.961428571,-0.566428571,-0.503571429,0.615,-0.42,0.067142857,-0.750714286,-0.147714286,-0.288285714,-0.138,0.387571429,0.259857143,0.159071429,0.262214286,0.982857143,0.005714286,-0.540714286,-0.398571429,0.066428571,0.023571429,-0.557142857,0.104285714,0.453571429,0.271428571,-0.000714286,0.227142857,-0.256428571,14.286,21.429,7.143,0,14.286,85.714,50,7.143,42.857
0.071,0.5,14,0.643,0.960714286,0.190327502,0.27,-1.09,-1,3.22,12,149,0.65,0.4,167.04,100,0.18,1.14,-0.937857143,-0.439285714,-0.196428571,-0.156428571,-0.269285714,-0.097857143,-0.132857143,-0.437142857,0.187142857,-0.330714286,0.007857143,-0.512142857,0.071428571,-0.295714286,-1.73,-0.478571429,-0.104285714,-0.37,0.443571429,0.402428571,0.245714286,0.137571429,0.428142857,0.670714286,-0.240285714,-4.317142857,-0.252857143,-0.427857143,0.509285714,0.068571429,0.508571429,-0.147142857,0.045714286,-0.454285714,-0.054285714,-0.624285714,-0.291428571,0.233571429,1.542142857,-0.773571429,-0.722857143,0.409285714,-0.836428571,-0.485714286,-0.286428571,-0.092142857,-0.823428571,-0.266785714,-0.052071429,-0.027,-0.253785714,0.292642857,-0.0075,-0.260428571,-0.334285714,-0.481428571,-0.453571429,-0.169285714,-0.217142857,-0.036428571,0.031428571,-0.026428571,-0.064285714,-0.007142857,-0.471428571,0.711428571,-0.392857143,14.286,28.571,35.714,7.143,71.429,28.571,7.143,0,7.143
0.786,0.286,14,0.214,-0.157142857,0.171341581,0.62,1.96,5,11.88,30,43,-0.72,0.35,0,30,1.41,1.16,5.220714286,0.296428571,-0.135,0.445,0.427857143,0.192142857,0.368571429,0.675,0.077857143,-0.202142857,-0.115,-0.244285714,-0.144285714,0.072142857,1.340714286,0.654285714,-0.625,0.307857143,0.347857143,-0.749142857,-0.224714286,-0.034285714,0.01,0.0945,0.645571429,-3.502142857,0.839285714,-0.358571429,-0.042142857,0.360714286,-0.581428571,0.225,0.15,0.316428571,0.488571429,0.419285714,0.317857143,0.272142857,-2.310714286,1.595714286,0.420714286,1.18,0.349285714,-0.236428571,0.23,0.063571429,-0.682642857,0.100214286,-0.152285714,-0.0545,0.014214286,-0.121714286,0.299,0.168214286,0.607142857,-0.084285714,-0.344285714,-0.081428571,0.328571429,0.150714286,0.252142857,-0.222142857,-0.061428571,-0.250714286,-0.354285714,0.455714286,-0.127142857,21.429,50,7.143,7.143,28.571,71.429,35.714,35.714,0
0.214,0.214,14,0.5,0.175,0.231204247,0.89,0.37,-3,3.57,30,24,0.34,0.36,0,100,0.53,0.86,1.651428571,-0.055714286,-0.462857143,-0.155,-0.613571429,-0.387857143,-0.47,0.245,-0.256428571,-0.339285714,0.137857143,0.175714286,-0.164285714,0.12,0.566428571,-0.865714286,-0.247142857,-1.010714286,0.315714286,-0.400714286,0.462357143,-0.313,0.618928571,0.020214286,-0.456928571,-5.318571429,0.337142857,0.114285714,0.487857143,0.822142857,-0.185714286,-0.214285714,-0.334285714,-0.112142857,-0.552142857,-0.337857143,0.437142857,-0.279285714,-1.286428571,-0.885,-1.462857143,-0.188571429,-0.655714286,0.609285714,-0.215714286,-0.105714286,-0.976642857,-0.336928571,-0.301071429,7.14E-05,0.028642857,-0.1995,0.072857143,0.308071429,0.352142857,-0.361428571,-0.209285714,-0.082857143,-0.088571429,0.275714286,-0.139285714,0.036428571,0.202142857,0.108571429,-0.362142857,0.165,-0.374285714,28.571,50,35.714,0,50,50,35.714,7.143,28.571
0.714,0.357,14,0.5,0.285,0.280694416,1.09,0.1,2,10.5,14,73,0.07,0.33,0,60,0.99,0.93,1.131428571,-0.28,-0.338571429,0.242857143,-0.161428571,-0.437142857,0.16,0.103571429,0.069285714,-0.404285714,-0.040714286,0.347857143,-0.147857143,0.105,0.378571429,-0.800714286,-0.363571429,0.105,0.183571429,-0.367,-0.036071429,-0.252714286,0.492214286,-0.253357143,0.189214286,-5.109285714,-0.329285714,-0.016428571,0.109285714,1.062857143,-0.071428571,-0.347142857,-0.435714286,0.04,0.263571429,-0.232142857,0.382142857,-0.256428571,-0.560714286,-1.394285714,0.167142857,0.727142857,0.090714286,0.688571429,-0.032857143,0.212142857,-0.936714286,-0.167714286,-0.104714286,0.0305,-0.296214286,-0.923571429,0.215142857,0.7585,0.122857143,-0.041428571,-0.000714286,0.097142857,0.064285714,0.217857143,0.41,0.079285714,0.465,0.093571429,-0.247857143,0.411428571,-0.392857143,42.857,57.143,35.714,21.429,64.286,35.714,21.429,21.429,0
0.214,0.857,14,0.5,0.750714286,0.185310774,0.73,-0.28,0,7.8,14,129,0.33,0.3,116.16,50,1.1,1.11,0.772857143,-0.159285714,-0.087857143,-0.049285714,0.079285714,0.217142857,0.347857143,-0.243571429,0.060714286,-0.436428571,-0.492142857,-0.011428571,0.376428571,0.455714286,-0.982857143,0.267142857,-0.279285714,0.234285714,0.126428571,-0.057428571,0.030714286,0.382571429,0.196214286,0.166642857,0.208,-2.792142857,-0.403571429,-0.047142857,-0.217857143,0.107857143,0.308571429,0.182857143,0.284285714,-0.331428571,0.146428571,-0.15,-0.097857143,0.263571429,1.697857143,0.345,-0.096428571,0.176428571,-0.142142857,-0.407142857,0.336428571,-0.358571429,-0.565285714,-0.122214286,0.052642857,-0.235,-0.161428571,0.084071429,0.030142857,-0.062785714,-0.337142857,0.096428571,-0.470714286,0.336428571,-0.184285714,-0.16,0.127857143,-0.032857143,0.05,0.025,-0.096428571,0.569285714,-0.393571429,7.143,35.714,35.714,35.714,64.286,35.714,28.571,21.429,7.143
0.714,0.286,14,0.214,-0.033571429,0.173211493,0.74,1.49,-4,2.69,30,22,0.07,0.36,0,30,0.27,1.07,3.642142857,0.282857143,-0.617142857,-0.212857143,0.332857143,-0.45,-0.387857143,0.39,-0.099285714,-0.165,-0.506428571,-0.177857143,-0.062142857,-0.238571429,1.592142857,-0.376428571,0.461428571,-1.436428571,0.67,-0.7315,-0.374714286,-0.525285714,0.297,0.155142857,-0.5675,-5.420714286,0.057857143,0.541428571,-0.025,0.955,-0.529285714,-0.177142857,-0.520714286,-0.019285714,-0.830714286,0.069285714,0.076428571,0.141428571,-3.581428571,-0.808571429,-0.900714286,-0.722142857,0.009285714,-0.359285714,0.195714286,0.107142857,-1.031642857,-0.198785714,-0.5035,-0.066428571,0.333428571,-0.4305,0.005714286,0.201428571,0.823571429,-0.205,0.025714286,0.053571429,-0.277857143,0.136428571,-0.326428571,0.005,0.081428571,0.057142857,-0.255,0.185714286,-0.662142857,28.571,71.429,14.286,0,28.571,71.429,28.571,0,28.571
0.286,0.5,14,0.286,0.567142857,0.233641511,0.38,0.91,-1,3.94,30,141,0.03,0.3,0,30,1.08,1.37,0.726428571,-0.312857143,-0.216428571,-0.149285714,0.783571429,0.081428571,-0.485,-0.305714286,0.392142857,-0.289285714,0.140714286,-0.327857143,0.212142857,-0.046428571,-0.922142857,0.302857143,0.683571429,0.027857143,0.439285714,-0.139928571,-0.745285714,0.056571429,-0.0145,1.162071429,-0.562071429,-3.579285714,-1.084285714,-0.395714286,-0.227857143,0.066428571,0.172857143,0.180714286,-0.050714286,0.227142857,-0.138571429,-0.485714286,-0.045714286,1.08,-1.197857143,-0.400714286,1.27,-0.186428571,-1.437142857,-1.075,0.035,0.008571429,-0.715,-0.114428571,0.157571429,-0.087428571,-0.377357143,-0.294571429,-0.122857143,-0.145928571,0.221428571,-0.018571429,-0.051428571,-0.215,-0.596428571,-0.635714286,0.245,0.010714286,-0.015714286,-0.236428571,-0.109285714,0.432857143,-0.384285714,7.143,50,7.143,21.429,78.571,21.429,21.429,7.143,14.286
0.5,0.286,14,0.429,0.444285714,0.157447425,0.38,0.04,0,5.72,17,94,0.23,0.25,0,40,0.26,0.93,0.532857143,-0.307857143,-0.384285714,0.002142857,0.427142857,-0.371428571,-0.131428571,-0.137857143,0.135714286,-0.559285714,0.438571429,0.515714286,0.11,0.054285714,-0.141428571,-0.742142857,0.065714286,-0.55,0.368571429,-0.156785714,-0.536285714,-0.227857143,0.574714286,-0.001428571,-0.361285714,-5.217142857,-0.402857143,0.02,0.230714286,0.910714286,0.107142857,-0.247142857,-0.494285714,0.297857143,-0.188571429,-0.342142857,0.387857143,-0.189285714,-1.014285714,-1.891428571,0.664285714,-0.249285714,-0.407142857,0.227857143,0.258571429,-0.025,-0.975142857,-0.208214286,-0.100357143,0.042428571,-0.2555,-0.5115,-0.058571429,0.434857143,0.152857143,-0.101428571,0.154285714,0.143571429,-0.317142857,0.365714286,0.207142857,0.024285714,-0.17,-0.21,-0.215714286,0.296428571,-0.5,28.571,64.286,21.429,14.286,64.286,35.714,14.286,7.143,7.143
0.429,0.357,14,0.357,0.465714286,0.277632175,0.86,0.31,-1,3.22,21,156,0.22,0.51,0,30,0.54,1.28,0.842857143,-0.180714286,-0.447142857,0.035714286,0.245714286,-0.465714286,-0.206428571,-0.075714286,-0.089285714,-0.407142857,-0.302142857,-0.800714286,-0.010714286,-0.362142857,-0.173571429,-0.646428571,0.337857143,-0.693571429,0.732142857,-0.107142857,-0.349142857,-0.3355,0.456714286,0.841285714,-0.319571429,-5.315714286,-0.955714286,0.217142857,0.072142857,0.682857143,-0.020714286,-0.269285714,-0.417857143,-0.380714286,-0.145,-0.537142857,-0.206428571,0.627142857,-1.495714286,-1.472857143,-0.199285714,0.675714286,-0.696428571,-0.765714286,0.042142857,0.202857143,-0.995357143,-0.403285714,-0.350071429,-0.073214286,-0.092428571,-0.696571429,-0.01,-0.005214286,0.290714286,-0.405714286,-0.008571429,-0.127142857,-0.220714286,-0.264285714,0.169285714,-0.346428571,0.333571429,0.024285714,-0.419285714,0.577857143,-0.56,42.857,64.286,28.571,7.143,57.143,42.857,7.143,0,7.143
0.214,0.214,14,0.429,0.481428571,0.215769954,0.64,-0.41,1,10.5,9,61,0.3,0.43,2.53,30,0.17,0.88,-0.038571429,-0.582857143,-0.459285714,0.22,0.492142857,-0.79,0.039285714,-0.232857143,-0.083571429,-0.43,0.514285714,0.587857143,-0.374285714,0.223571429,0.012857143,-1.654285714,-0.01,-0.349285714,0.077142857,-0.044214286,-0.783714286,-0.544428571,0.776928571,-0.088142857,-0.238142857,-6.408571429,-0.795714286,-0.095714286,0.299285714,1.450714286,0.146428571,-0.605714286,-0.947857143,0.521428571,-0.037857143,-0.616428571,0.519285714,-0.238571429,-1.247142857,-3.645714286,1.417142857,-0.005714286,-0.29,0.735714286,0.05,0.282142857,-1.162928571,-0.215714286,-0.113,0.188,-0.51,-1.408714286,0.103285714,0.962142857,0.105,-0.129285714,0.512142857,0.029285714,-0.28,0.451428571,0.572142857,0.124285714,0.157857143,-0.096428571,-0.323571429,0.319285714,-0.52,57.143,71.429,21.429,14.286,78.571,21.429,7.143,7.143,0
0.071,0.714,14,0.571,0.745714286,0.407728841,1.51,-0.38,0,6.07,14,93,0.36,0.22,49.88,130,0.63,1.07,0.74,-0.209285714,-0.089285714,-0.098571429,-0.106428571,0.187857143,0.307857143,-0.165714286,0.012857143,0.067857143,0.047857143,0.151428571,0.272142857,-0.465714286,-1.185,0.11,-0.357142857,-0.206428571,0.140714286,0.291785714,0.161642857,0.349857143,0.077071429,0.171214286,0.040571429,-3.274285714,0.204285714,-0.280714286,0.323571429,-0.006428571,0.326428571,0.140714286,0.271428571,-0.259285714,0.041428571,-0.272857143,-0.122857143,0.007857143,1.582142857,0.333571429,-0.516428571,0.24,-0.227142857,-0.392857143,0.217857143,-0.317142857,-0.632285714,-0.209142857,-0.013285714,-0.081357143,-0.102357143,0.437071429,-0.0415,-0.304214286,-0.277857143,-0.230714286,-0.504285714,0.103571429,-0.138571429,0.133571429,0.014285714,-0.135,-0.228571429,-0.067857143,-0.275,0.612857143,-0.278571429,7.143,28.571,28.571,14.286,64.286,35.714,14.286,7.143,7.143
0.357,0.071,14,0.643,0.834285714,0.2627918,1,-1.11,0,3.5,30,42,0.58,0.45,0,100,0,1.24,0.01,-0.352857143,-0.579285714,0.215,0.452142857,-0.882857143,0.411428571,-0.424285714,-0.195,0.811428571,0.202857143,-0.441428571,0.223571429,0.404285714,0.747857143,-1.477142857,1.865,-0.432857143,-0.764285714,0.015142857,-0.465785714,-1.024357143,-0.569857143,-0.211,0.144642857,-7.035714286,-0.934285714,0.080714286,0.475714286,1.105,-0.027142857,-1.152857143,-0.700714286,-0.235,-0.115,0.252857143,-0.679285714,0.039285714,0.692142857,-3.207857143,0.727142857,-0.14,1.457857143,-0.444285714,0.147857143,-0.181428571,-1.266571429,-0.4005,-0.249928571,0.421857143,-0.091071429,-0.950857143,0.309928571,-0.247285714,-0.212857143,-0.768571429,0.815714286,0.440714286,0.622142857,-0.311428571,-0.168571429,-0.009285714,0.002142857,0.002142857,-0.64,0.401428571,-0.556428571,71.429,100,14.286,0,71.429,28.571,0,0,0
0.786,0.143,14,0.357,0.155714286,0.277608128,0.91,0.72,0,7.68,16,103,0.02,0.33,0,50,0.45,0.92,3.087857143,-0.082142857,-0.365714286,0.137857143,0.32,-0.377857143,-0.069285714,0.15,-0.341428571,-0.095,-0.182857143,0.574285714,0.034285714,0.190714286,1.165,-0.405714286,0.107857143,-0.155714286,0.126428571,-0.193142857,-0.434214286,-0.343857143,0.321928571,-0.286071429,-0.119714286,-4.924285714,-0.053571429,0.049285714,-0.112857143,1.132142857,-0.225,-0.167857143,-0.509285714,0.406428571,-0.225714286,0.134285714,0.42,-0.098571429,-1.776428571,-1.353571429,0.421428571,-0.399285714,0.342857143,0.349285714,-0.116428571,0.203571429,-0.910714286,-0.051,-0.193642857,-0.028857143,-0.108642857,-0.852857143,0.249285714,0.764,0.389285714,0.109285714,0.235714286,0.274285714,-0.127142857,0.380714286,0.205714286,0.192857143,0.167142857,-0.156428571,-0.145,0.165714286,-0.464285714,42.857,57.143,14.286,21.429,50,50,35.714,21.429,14.286
0.429,0.286,14,0.429,0.197142857,0.06207684,0.15,0.3,-4,2.89,30,87,0.43,0.32,0,50,0.45,0.87,1.637857143,0.002857143,-0.552142857,-0.188571429,-0.690714286,-0.558571429,-0.076428571,0.362142857,-0.410714286,-0.18,0.104285714,-0.077142857,-0.344285714,-0.036428571,0.679285714,-1.448571429,-0.589285714,-1.528571429,0.105714286,-0.544785714,0.444571429,-0.445071429,0.669928571,0.078285714,-0.249071429,-5.57,0.076428571,0.49,0.335714286,0.975,-0.265714286,-0.380714286,-0.455714286,-0.411428571,-0.611428571,-0.532857143,0.242857143,-0.152857143,-1.457857143,-1.382857143,-1.69,-0.001428571,-0.510714286,0.589285714,0.100714286,0.065,-1.028642857,-0.562928571,-0.464,-0.011714286,0.083928571,-0.4925,0.063857143,0.281285714,0.351428571,-0.425714286,-0.168571429,-0.153571429,-0.128571429,0.212142857,-0.194285714,-0.234285714,0.478571429,0.296428571,-0.356428571,0.315,-0.46,42.857,57.143,35.714,0,42.857,57.143,28.571,0,28.571
0.071,0.714,14,0.429,0.182142857,0.300749632,1.09,0.49,0,7.67,16,103,0.09,0.26,0,60,0.54,0.88,2.046428571,-0.194285714,-0.399285714,0.12,0.110714286,-0.452142857,-0.264285714,0.088571429,-0.161428571,-0.268571429,-0.045714286,0.672857143,0.067857143,0.149285714,0.923571429,-0.61,0.140714286,-0.102142857,0.205714286,-0.154285714,-0.301214286,-0.355357143,0.426642857,-0.292428571,-0.269928571,-5.245,-0.234285714,0.007857143,0.030714286,1.17,-0.145,-0.239285714,-0.567857143,0.336428571,-0.195,-0.007142857,0.515,-0.190714286,-1.614285714,-1.638571429,0.280714286,-0.290714286,0.037142857,0.544285714,-0.21,0.265714286,-0.957428571,-0.12,-0.150785714,-0.006214286,-0.190357143,-0.851785714,0.205428571,0.809714286,0.344285714,0.059285714,0.247857143,0.234285714,-0.157142857,0.348571429,0.22,0.242857143,0.248571429,-0.147142857,-0.160714286,0.122857143,-0.465714286,42.857,57.143,21.429,21.429,57.143,42.857,35.714,21.429,14.286
0.286,0.286,14,0.214,-0.148571429,0.282190197,0.94,1.99,2,11.03,30,133,-0.52,0.54,0,30,1.24,1.12,5.346428571,0.127142857,-0.208571429,0.263571429,0.206428571,-0.057142857,-0.002857143,0.579285714,-0.695,-0.059285714,0.237142857,-0.319285714,-0.08,0.207857143,1.436428571,0.110714286,-0.608571429,-0.045,0.274285714,-0.601214286,-0.18,-0.242571429,0.236071429,0.475857143,0.324428571,-3.965714286,0.422142857,-0.12,-0.152857143,0.713571429,-0.578571429,0.195714286,-0.115714286,0.4,0.108571429,0.026428571,0.498571429,0.582857143,-2.737857143,0.489285714,0.397142857,0.619285714,-0.224285714,0.084285714,-0.088571429,0.177857143,-0.759714286,-0.067142857,-0.222285714,-0.0555,-0.148214286,-0.7135,0.362,0.503642857,0.69,-0.089285714,-0.086428571,-0.267857143,0.150714286,-0.099285714,0.342857143,-0.107142857,0.287857143,-0.107142857,-0.245714286,0.285714286,-0.094285714,35.714,50,14.286,7.143,42.857,57.143,42.857,28.571,14.286
0.357,0.214,14,0.214,-0.38,0.322273119,0.63,2.42,5,11.22,28,16,-0.86,0.44,0,30,1.68,0.89,4.397142857,0.25,-0.215714286,0.407857143,0.036428571,0.087857143,-0.248571429,0.810714286,0.532857143,-0.523571429,0.511428571,0.457857143,-0.043571429,0.157142857,1.881428571,0.246428571,-0.841428571,0.510714286,0.315,-0.7555,-0.044785714,-0.151714286,0.194428571,-0.277785714,0.272357143,-3.988571429,0.887142857,-0.500714286,0.007857143,0.665,-0.684285714,0.137857143,-0.081428571,0.698571429,0.452142857,0.406428571,0.999285714,-0.134285714,-3.410714286,1.205,0.664285714,0.818571429,-0.157857143,0.882142857,-0.105714286,0.237142857,-0.751428571,0.1165,0.000785714,-0.061571429,-0.144214286,-0.137571429,0.366714286,0.737714286,0.838571429,0.178571429,-0.184285714,-0.123571429,0.282142857,0.252142857,0.238571429,0.192857143,0.095,-0.286428571,-0.140714286,0.145,-0.082857143,21.429,35.714,7.143,14.286,28.571,71.429,57.143,50,7.143
0.071,0.214,14,0.357,0.302142857,0.345430288,0.99,0.61,-2,3.73,30,80,0.19,0.28,0,60,0.55,1.15,1.504285714,-0.124285714,-0.509285714,-0.034285714,0.282857143,-0.502142857,-0.351428571,-0.03,0.028571429,-0.362142857,-0.480714286,-0.262142857,0.061428571,0.092142857,0.482857143,-0.535,0.544285714,-0.455,0.654285714,-0.367428571,-0.398428571,-0.407928571,0.367857143,0.406428571,-0.461571429,-5.386428571,-0.862142857,0.312142857,-0.025,0.908571429,-0.125714286,-0.275,-0.527142857,-0.137857143,-0.352857143,-0.238571429,0.052857143,0.373571429,-1.838571429,-1.575714286,-0.127142857,-0.065714286,-0.302142857,-0.431428571,-0.068571429,0.119285714,-1.006,-0.232714286,-0.304928571,-0.074357143,-0.020142857,-0.798285714,0.046285714,0.265357143,0.405714286,-0.172142857,0.090714286,0.102857143,-0.283571429,-0.158571429,0.113571429,-0.030714286,0.252857143,0.105714286,-0.26,0.331428571,-0.649285714,35.714,71.429,28.571,14.286,57.143,42.857,21.429,7.143,14.286
0.643,0.286,14,0.571,0.417857143,0.416632992,0.99,0.12,0,5.99,18,122,0.2,0.33,0,60,1.02,1.06,0.987857143,-0.141428571,-0.307857143,-0.009285714,-0.134285714,-0.170714286,-0.288571429,0.001428571,-0.147857143,-0.665714286,-0.234285714,-0.210714286,0.046428571,-0.033571429,-0.185714286,-0.229285714,-0.109285714,-0.267857143,0.666428571,-0.245071429,0.095428571,-0.026714286,0.525357143,0.175,-0.242,-4.501428571,-0.281428571,0.075,0.342142857,0.585,0.033571429,0.045,-0.101428571,-0.320714286,-0.086428571,-0.282857143,0.192142857,0.074285714,-0.442857143,-0.342142857,-0.817857143,0.252142857,-0.574285714,-0.045,0.175714286,0.16,-0.851642857,-0.328357143,-0.299642857,-0.111142857,-0.061142857,-0.1235,0.111857143,0.105714286,0.127142857,-0.329285714,-0.080714286,-0.126428571,-0.128571429,0.093571429,-0.079285714,-0.027142857,0.041428571,-0.063571429,-0.41,0.295714286,-0.417142857,21.429,57.143,42.857,7.143,57.143,42.857,28.571,14.286,14.286
0.214,0.286,14,0.357,0.071428571,0.367066386,0.7,0.91,0,6.36,27,173,-0.04,0.35,0,30,1.06,1.05,3.387857143,0.019285714,-0.316428571,0.045,0.125,-0.145,0.158571429,0.381428571,-0.336428571,-0.288571429,-0.268571429,0.067857143,-0.06,0.232857143,0.843571429,-0.267142857,-0.439285714,-0.474285714,0.254285714,-0.678642857,-0.1205,-0.135714286,0.351214286,0.069571429,0.118285714,-4.331428571,0.27,0.03,0.102857143,0.671428571,-0.335,0.092142857,-0.14,-0.015,-0.167857143,-0.09,0.367142857,0.290714286,-1.662857143,-0.012857143,-0.452857143,0.054285714,-0.162857143,0.047142857,0.44,0.136428571,-0.828285714,-0.181785714,-0.240357143,-0.027071429,-0.081357143,-0.375357143,0.148571429,0.313071429,0.395,-0.224285714,-0.149285714,-0.047142857,-0.153571429,0.032857143,0.01,0.112142857,0.197857143,-0.059285714,-0.335714286,0.182857143,-0.278571429,21.429,57.143,28.571,7.143,50,50,42.857,21.429,21.429
0.071,0.357,14,0.429,0.550714286,0.19556702,1.19,-0.19,0,7.77,22,165,0.3,0.35,0,70,0.93,1.1,0.235714286,-0.218571429,-0.377857143,0.105,0.225,-0.332142857,0.578571429,-0.105714286,0.367142857,-0.269285714,-0.637142857,0.153571429,-0.058571429,0.346428571,-0.262857143,-0.68,-0.065,0.015714286,0.14,-0.510785714,-0.306142857,-0.126571429,0.239,-0.012571429,0.151285714,-4.585714286,-1.022142857,0.300714286,-0.086428571,0.677142857,0.112142857,-0.368571429,-0.290714286,-0.369285714,0.107857143,-0.347142857,0.032857143,0.112857143,0.407857143,-1.401428571,0.172142857,0.552857143,0.128571429,-0.247142857,0.562857143,-0.398571429,-0.8645,-0.301714286,-0.164214286,-0.098,-0.099571429,-0.674428571,0.034785714,0.094571429,-0.072142857,-0.052142857,-0.149285714,0.384285714,-0.225,-0.056428571,0.302857143,-0.245714286,0.182857143,0.284285714,-0.220714286,0.580714286,-0.622857143,28.571,71.429,35.714,28.571,64.286,35.714,14.286,14.286,0
0.429,0.214,14,0.429,0.208571429,0.221517189,0.51,0.89,2,11.62,30,170,-0.18,0.39,0,50,0.88,1.13,4.127142857,-0.049285714,-0.07,0.145714286,-0.182142857,0.136428571,0.147857143,0.364285714,-0.602142857,0.004285714,0.130714286,-0.447142857,0.102857143,-0.010714286,0.335714286,0.192142857,-0.945,0.092142857,0.369285714,-0.255857143,0.266571429,0.051714286,0.234714286,0.613071429,0.419285714,-3.490714286,0.752857143,-0.464285714,0.237142857,0.192142857,-0.243571429,0.253571429,0.223571429,0.012142857,0.186428571,-0.162142857,0.375714286,0.610714286,-0.688571429,1.006428571,-0.425,0.823571429,-0.406428571,-0.103571429,-0.14,-0.155,-0.684,-0.1195,-0.178,-0.061142857,-0.21,0.068357143,0.400428571,0.102,0.313571429,-0.372857143,-0.46,-0.322857143,0.113571429,-0.1,0.207142857,0.046428571,0.025714286,-0.08,-0.432142857,0.425,0.008571429,14.286,28.571,28.571,0,50,50,42.857,28.571,14.286
