Hp,Ep,Length,Hydrophobic residue%,miuH,H,Normalized Hydrophobic Moment,Normalized Hydrophobicity,Net Charge,Isoelectric Point,Penetration Depth,Tilt Angle,Disordered Conformation Propensity,Linear Moment,Propensity to in vitro Aggregation,Angle Subtended by the Hydrophobic Residues,Amphiphilicity Index,Propensity to PPII coil,Boman Index,PP1,PP2,PP3,KF1,KF2,KF3,KF4,KF5,KF6,KF7,KF8,KF9,KF10,Z1,Z2,Z3,Z4,Z5,F1,F2,F3,F4,F5,F6,T1,T2,T3,T4,T5,VHSE1,VHSE2,VHSE3,VHSE4,VHSE5,VHSE6,VHSE7,VHSE8,ProtFP1,ProtFP2,ProtFP3,ProtFP4,ProtFP5,ProtFP6,ProtFP7,ProtFP8,ST1,ST2,ST3,ST4,ST5,ST6,ST7,ST8,BLOSUM1,BLOSUM2,BLOSUM3,BLOSUM4,BLOSUM5,BLOSUM6,BLOSUM7,BLOSUM8,BLOSUM9,BLOSUM10,MSWHIM1,MSWHIM2,MSWHIM3,Tiny_Mole.,Small_Mole.,Aliphatic_Mole.,Aromatic_Mole.,NonPolar_Mole.,Polar_Mole.,Charged_Mole.,Basic_Mole.,Acidic_Mole.,Anti_Sa,Label
0.25,0.5,20,0.55,0.505334664,0.4395,-0.1945,-0.3975,-0.4575,0.245,-0.0705,-0.704,5.55E-18,-0.0715,-0.1545,-0.377,0.407,0.354,-0.1945,-0.3975,-0.4575,0.245,-0.0705,-0.704,5.55E-18,-0.0715,-0.1545,-0.377,0.407,0.354,-0.2875,-0.0365,0.139,-1.478,-0.1595,-0.2795,0.22,-0.02075,-0.19715,-0.4636,0.6573,-0.3176,-0.17105,-6.287,-0.5395,0.0975,0.62,1.3065,0.0615,-0.5355,-0.709,0.0765,0.0865,-0.501,0.488,-0.514,-0.5925,-2.642,0.2275,0.461,-0.1085,0.846,0.152,0.132,-1.12415,-0.38695,-0.2989,0.117,-0.24345,-0.967,0.1652,0.61585,0.0665,-0.3505,0.364,-0.002,0.0745,0.4225,0.303,-0.051,0.121,0.08,-0.4555,0.312,-0.4635,55,70,40,5,70,30,10,10,0,37.5,2
0.65,0.15,20,0.35,0.070716401,0.115,3.9535,0.208,-0.048,0.1805,-0.0995,0.3455,0.0645,0.512,-0.0325,-0.339,0.4385,-0.4055,3.9535,0.208,-0.048,0.1805,-0.0995,0.3455,0.0645,0.512,-0.0325,-0.339,0.4385,-0.4055,-0.0345,0.168,0.645,0.462,-0.9385,0.1735,0.081,-0.521,0.24165,0.14115,0.08195,0.1249,0.54105,-2.8815,0.869,-0.4125,0.003,0.194,-0.3725,0.357,0.3645,0.1565,0.391,0.26,0.2655,0.216,-1.153,1.92,-0.0165,0.6695,-0.129,0.2475,0.066,0.368,-0.58665,-0.0225,-0.0534,-0.09445,-0.1113,0.2416,0.3498,0.1799,0.324,-0.069,-0.343,-0.378,0.3345,-0.0005,-0.06,-0.018,0.056,-0.2145,-0.247,0.4125,-0.0335,15,30,15,10,35,65,45,35,10,12.5,1
0.125,0.583,24,0.708,0.378345585,0.74375,-0.540416667,-0.512916667,-0.2825,0.119583333,-0.29375,-0.385833333,0.309166667,-0.239583333,-0.077916667,-0.447083333,0.068333333,-0.249166667,-0.540416667,-0.512916667,-0.2825,0.119583333,-0.29375,-0.385833333,0.309166667,-0.239583333,-0.077916667,-0.447083333,0.068333333,-0.249166667,0.300833333,0.004166667,-0.897083333,-0.92375,-0.177916667,-0.13625,0.29625,-0.038208333,0.192916667,-0.134208333,0.471833333,0.223291667,0.251166667,-5.170833333,-0.541666667,-0.092083333,0.539583333,0.585833333,0.28875,-0.385,-0.17125,-0.627916667,0.265833333,-0.458333333,-0.086666667,0.149583333,1.4725,-1.430416667,-0.5425,0.960833333,-0.157916667,-0.11375,0.17875,0.123333333,-0.958708333,-0.464875,-0.168083333,0.10175,-0.377375,-0.303583333,0.129458333,0.011041667,-0.322916667,-0.624583333,-0.097083333,0.032916667,0.031666667,-0.032083333,0.149166667,-0.085416667,0.192083333,-0.069583333,-0.556666667,0.534583333,-0.349583333,33.333,62.5,50,8.333,75,25,12.5,12.5,0,24,1
0.048,0.333,21,0.571,0.489122477,0.656666667,-1.261904762,-0.593333333,-0.388095238,0.245714286,0.031428571,-0.660952381,0.11047619,-0.265714286,0.004761905,-0.555714286,0.671428571,0.497619048,-1.261904762,-0.593333333,-0.388095238,0.245714286,0.031428571,-0.660952381,0.11047619,-0.265714286,0.004761905,-0.555714286,0.671428571,0.497619048,-0.263333333,0.305714286,-0.391904762,-1.799047619,-0.281904762,-0.309047619,-0.068571429,0.194190476,-0.245714286,-0.391047619,0.774571429,-0.341047619,-0.083619048,-6.384761905,-0.264761905,-0.369047619,0.791904762,1.16047619,0.256666667,-0.604761905,-0.675714286,0.26,0.161428571,-0.625238095,0.565714286,-0.541428571,0.161904762,-2.985238095,0.674285714,0.292857143,-0.300952381,1.088571429,0.234761905,-0.004761905,-1.145190476,-0.270571429,-0.060952381,0.228666667,-0.506428571,-0.733047619,0.129857143,0.69052381,-0.191904762,-0.41,0.289047619,0.032857143,0.049047619,0.401904762,0.345238095,0.316190476,0.039047619,-0.069047619,-0.536190476,0.289047619,-0.32952381,47.619,52.381,38.095,4.762,80.952,19.048,14.286,14.286,0,24,1
0.286,0.286,21,0.571,0.482228651,0.677619048,-1.245714286,-0.591428571,-0.372380952,0.231904762,0.053333333,-0.606666667,0.245238095,-0.254285714,0.194285714,-0.387142857,0.596666667,0.545714286,-1.245714286,-0.591428571,-0.372380952,0.231904762,0.053333333,-0.606666667,0.245238095,-0.254285714,0.194285714,-0.387142857,0.596666667,0.545714286,-0.377142857,0.328095238,-0.458571429,-1.762857143,-0.29047619,-0.216190476,-0.218095238,0.105952381,-0.24847619,-0.361904762,0.623238095,-0.380142857,-0.01152381,-6.216190476,-0.198571429,-0.473809524,0.803809524,1.037142857,0.269047619,-0.624285714,-0.616190476,0.250952381,0.171428571,-0.578571429,0.492380952,-0.522857143,0.375714286,-2.815714286,0.69952381,0.254761905,-0.192380952,0.993809524,0.248095238,-0.020952381,-1.118904762,-0.233666667,-0.017047619,0.256380952,-0.492428571,-0.633380952,0.138142857,0.586666667,-0.228095238,-0.411904762,0.22952381,0.018571429,0.019047619,0.401904762,0.311904762,0.322380952,-0.01952381,-0.037619048,-0.547142857,0.33047619,-0.335238095,42.857,52.381,33.333,4.762,80.952,19.048,14.286,14.286,0,16,1
0.042,0.375,24,0.708,0.365571897,0.76125,-0.67875,-0.522083333,-0.2375,0.139166667,-0.334166667,-0.302083333,0.345416667,-0.221666667,0.037916667,-0.617916667,0.158333333,-0.350833333,-0.67875,-0.522083333,-0.2375,0.139166667,-0.334166667,-0.302083333,0.345416667,-0.221666667,0.037916667,-0.617916667,0.158333333,-0.350833333,0.198333333,0.26125,-1.062916667,-0.949583333,-0.405,-0.050833333,0.21125,-0.131583333,0.269041667,-0.065666667,0.535958333,0.257041667,0.369166667,-4.956666667,-0.419583333,-0.239583333,0.570416667,0.47375,0.310416667,-0.339166667,-0.075,-0.622916667,0.362083333,-0.47625,-0.064166667,0.186666667,1.647916667,-1.154166667,-0.493333333,1.059166667,-0.298333333,-0.0275,0.1925,0.20125,-0.926958333,-0.43025,-0.099875,0.112291667,-0.445166667,-0.185458333,0.140791667,0.003625,-0.386666667,-0.637083333,-0.181666667,-0.065,0.052083333,-0.06125,0.142083333,-0.055416667,0.194166667,-0.097083333,-0.587916667,0.549583333,-0.291666667,29.167,58.333,50,8.333,75,25,16.667,16.667,0,12,1
0.143,0.571,21,0.143,0.0334008,0.461428571,0.359047619,-0.760952381,-0.49952381,0.123333333,1.513333333,-0.691904762,-0.837619048,-0.467142857,0.436190476,-0.373333333,0.476190476,-1.11,0.359047619,-0.760952381,-0.49952381,0.123333333,1.513333333,-0.691904762,-0.837619048,-0.467142857,0.436190476,-0.373333333,0.476190476,-1.11,0.208095238,-0.10047619,-0.525714286,-0.695238095,1.185714286,0.391904762,1.376666667,-0.349190476,-1.685142857,-0.762952381,0.265238095,2.355809524,-0.884190476,-6.284285714,-2.56047619,-0.371428571,-0.016666667,0.638095238,0.052857143,-0.441428571,-0.903809524,0.44047619,-0.031904762,-1.134761905,0.352380952,2.111904762,-3.774761905,-3.357142857,2.950952381,0.67,-2.163333333,-1.668571429,-0.311428571,-0.113333333,-1.201190476,-0.315285714,-0.140047619,0.083142857,-0.736619048,-1.423142857,0.132380952,0.041333333,0.804285714,-0.49952381,0.592380952,-0.591904762,-0.847619048,-1.092380952,0.891428571,-0.063809524,-0.159047619,-0.147619048,-0.425714286,0.465238095,-0.554285714,28.571,95.238,9.524,0,95.238,4.762,4.762,4.762,0,1111111,3
0.143,0.333,21,0.571,0.439571704,0.638571429,-1.17,-0.541904762,-0.421428571,0.248095238,-0.000952381,-0.672380952,0.301904762,-0.193333333,0.12047619,-0.711428571,0.468095238,0.205714286,-1.17,-0.541904762,-0.421428571,0.248095238,-0.000952381,-0.672380952,0.301904762,-0.193333333,0.12047619,-0.711428571,0.468095238,0.205714286,-0.429047619,0.623333333,-0.38952381,-1.912857143,-0.451428571,-0.430952381,-0.038571429,-0.167142857,-0.152904762,-0.418571429,0.846285714,-0.278380952,0.097904762,-6.465714286,-0.21,-0.3,0.851904762,1.083809524,0.207142857,-0.663809524,-0.618571429,0.043809524,0.171904762,-0.638095238,0.47047619,-0.461428571,0.266190476,-2.810952381,0.330952381,0.505714286,-0.237142857,0.949047619,0.398095238,-0.055714286,-1.172952381,-0.297428571,-0.128809524,0.247952381,-0.450666667,-0.649190476,0.132857143,0.534571429,-0.208571429,-0.552857143,0.156666667,-0.021428571,0.072380952,0.36047619,0.276666667,0.225238095,0.018571429,0.025238095,-0.652380952,0.34952381,-0.362380952,42.857,61.905,42.857,0,76.19,23.81,14.286,14.286,0,30.50385,1
0.269,0.462,26,0.538,0.098063177,0.552307692,2.706153846,-0.272692308,-0.181538462,0.302692308,0.269615385,-0.252692308,0.336153846,-0.087307692,-0.46,0.773846154,0.836923077,-0.173076923,2.706153846,-0.272692308,-0.181538462,0.302692308,0.269615385,-0.252692308,0.336153846,-0.087307692,-0.46,0.773846154,0.836923077,-0.173076923,0.343846154,0.375769231,0.764230769,-0.421538462,0.575,0.447307692,-0.718846154,0.111884615,-0.210538462,-0.489461538,-0.534384615,-0.094692308,0.5615,-4.860384615,0.154230769,-0.506923077,0.252692308,0.728461538,-0.142307692,-0.418846154,-0.181538462,0.368846154,0.327307692,0.424230769,-0.138076923,0.175769231,0.464230769,-0.918846154,1.282307692,0.100769231,1.12,0.092307692,-0.292307692,0.118846154,-0.894807692,-0.039538462,0.04,0.303307692,-0.342192308,-0.603230769,0.507846154,0.191115385,-0.073846154,-0.36,0.423076923,0.078461538,0.679615385,-0.222692308,0.134230769,0.230384615,-0.025,-0.19,-0.373461538,0.371538462,-0.106923077,50,57.692,7.692,7.692,69.231,30.769,23.077,23.077,0,26.73684,1
0.045,0.591,22,0.318,0.305399675,0.257727273,3.395454545,0.027727273,-0.062272727,0.208636364,0.125454545,0.190909091,0.165454545,0.319545455,-0.007727273,-0.439090909,0.545909091,-0.439545455,3.395454545,0.027727273,-0.062272727,0.208636364,0.125454545,0.190909091,0.165454545,0.319545455,-0.007727273,-0.439090909,0.545909091,-0.439545455,0.141363636,-0.035454545,0.155454545,0.235454545,-0.931363636,0.057272727,0.306363636,-0.230090909,-0.037590909,0.111681818,0.292818182,0.357318182,0.528590909,-3.299090909,0.572272727,-0.37,-0.048181818,0.309090909,-0.192727273,0.226818182,0.181363636,0.169090909,0.447727273,0.085,0.130909091,0.303181818,-0.995909091,0.986818182,0.437727273,0.876363636,-0.104545455,-0.028181818,-0.06,0.475,-0.659772727,-0.012590909,-0.029863636,-0.065863636,-0.245363636,-0.012909091,0.230818182,0.275136364,0.235,-0.069090909,-0.342272727,-0.271818182,0.186818182,0.074545455,0.197272727,-0.137272727,0.059090909,-0.281818182,-0.221363636,0.593181818,-0.133181818,22.727,31.818,13.636,13.636,40.909,59.091,27.273,27.273,0,100,2
0.476,0.286,21,0.333,0.330273421,0.318095238,2.846666667,-0.009047619,-0.095238095,0.171428571,0.120952381,0.13952381,0.108095238,0.245714286,0.072857143,-0.481904762,0.528095238,-0.441904762,2.846666667,-0.009047619,-0.095238095,0.171428571,0.120952381,0.13952381,0.108095238,0.245714286,0.072857143,-0.481904762,0.528095238,-0.441904762,0.137142857,-0.081428571,-0.004761905,0.127619048,-0.809047619,-0.034761905,0.329047619,-0.18252381,-0.057380952,0.092428571,0.322380952,0.376809524,0.423857143,-3.467142857,0.414285714,-0.332380952,-0.031904762,0.326666667,-0.131904762,0.168571429,0.130952381,0.116666667,0.395238095,0.019047619,0.075238095,0.278095238,-0.91047619,0.71952381,0.400952381,0.81952381,-0.189047619,-0.065714286,-0.062857143,0.482380952,-0.688380952,-0.048,-0.030666667,-0.064428571,-0.245,-0.027809524,0.182,0.247571429,0.198095238,-0.081428571,-0.317619048,-0.255714286,0.134761905,0.068571429,0.175238095,-0.152380952,0.072380952,-0.27047619,-0.221428571,0.608571429,-0.187142857,23.81,33.333,14.286,14.286,42.857,57.143,23.81,23.81,0,100,2
0.023,0.636,44,0.318,0.070930297,0.294545455,2.390454545,-0.024545455,-0.288181818,-0.041136364,0.235681818,-0.075681818,-0.222727273,0.097045455,-0.179772727,-0.294772727,-0.095681818,-0.1275,2.390454545,-0.024545455,-0.288181818,-0.041136364,0.235681818,-0.075681818,-0.222727273,0.097045455,-0.179772727,-0.294772727,-0.095681818,-0.1275,0.188409091,-0.101818182,0.262727273,0.072954545,0.049318182,-0.348181818,0.504545455,-0.290659091,-0.231159091,-0.077522727,0.251727273,0.401909091,-0.227340909,-4.055454545,-0.235227273,0.063409091,-0.056363636,0.518636364,-0.132272727,0.098863636,-0.113409091,0.019545455,-0.188863636,-0.159318182,0.184318182,0.37,-1.355681818,-0.148181818,-0.058863636,0.000454545,-0.489090909,-0.31,0.135454545,-0.052954545,-0.784409091,-0.200727273,-0.198340909,-0.130386364,-0.058795455,-0.261931818,0.089886364,0.13475,0.349545455,-0.097045455,-0.093636364,-0.024090909,-0.200909091,-0.069772727,0.047727273,-0.0475,0.040681818,-0.097727273,-0.200454545,0.332045455,-0.385227273,20.455,52.273,22.727,13.636,52.273,47.727,29.545,13.636,15.909,1111111,3
0.442,0.442,43,0.326,0.082620983,0.324883721,2.099069767,-0.04372093,-0.309534884,-0.065116279,0.236046512,-0.106976744,-0.259767442,0.055813953,-0.144418605,-0.312325581,-0.119302326,-0.121395349,2.099069767,-0.04372093,-0.309534884,-0.065116279,0.236046512,-0.106976744,-0.259767442,0.055813953,-0.144418605,-0.312325581,-0.119302326,-0.121395349,0.18744186,-0.125813953,0.186976744,0.016511628,0.131860465,-0.40255814,0.520232558,-0.268837209,-0.245325581,-0.091325581,0.265209302,0.412465116,-0.296069767,-4.155116279,-0.331162791,0.091860465,-0.048604651,0.532093023,-0.101162791,0.06744186,-0.144883721,-0.009534884,-0.229302326,-0.197209302,0.158372093,0.359302326,-1.322325581,-0.305116279,-0.088372093,-0.047674419,-0.539302326,-0.334883721,0.138604651,-0.061627907,-0.80127907,-0.222395349,-0.202651163,-0.131186047,-0.05427907,-0.275,0.062767442,0.118023256,0.334186047,-0.10372093,-0.075813953,-0.010465116,-0.235348837,-0.076046512,0.033488372,-0.052790698,0.046744186,-0.087906977,-0.2,0.333488372,-0.41744186,20.93,53.488,23.256,13.953,53.488,46.512,27.907,11.628,16.279,1111111,3
0.114,0.2,35,0.114,0.129953167,0.05,3.670857143,0.098857143,-0.365142857,0.322,0.601428571,-0.308857143,0.164571429,0.329142857,-0.047142857,0.003714286,-0.121714286,0.055428571,3.670857143,0.098857143,-0.365142857,0.322,0.601428571,-0.308857143,0.164571429,0.329142857,-0.047142857,0.003714286,-0.121714286,0.055428571,-0.127142857,0.204285714,1.366285714,-0.312571429,-0.158857143,0.105142857,0.270571429,-0.367257143,-0.641457143,-0.395542857,0.151371429,0.070771429,0.091542857,-4.784571429,-0.216,0.079428571,-0.182,0.938571429,-0.402,-0.184571429,-0.454857143,0.433714286,0.077428571,0.078,0.451142857,0.211142857,-2.559428571,-0.889428571,1.023142857,0.378285714,0.311142857,-0.020857143,0.079428571,-0.145142857,-0.891314286,-0.044314286,-0.268171429,-0.098571429,0.004428571,-0.853942857,0.283542857,0.4748,0.600857143,0.086,0.106857143,0.175714286,0.029142857,0.12,0.397142857,-0.164,0.012571429,0.044571429,-0.182285714,0.388857143,-0.457714286,42.857,60,8.571,17.143,40,60,28.571,25.714,2.857,1111111,3
0.088,0.324,34,0.118,0.104175054,0.081176471,3.34,0.078235294,-0.394411765,0.302352941,0.612647059,-0.355294118,0.129117647,0.283823529,0.001470588,-0.009705882,-0.152352941,0.068529412,3.34,0.078235294,-0.394411765,0.302352941,0.612647059,-0.355294118,0.129117647,0.283823529,0.001470588,-0.009705882,-0.152352941,0.068529412,-0.137647059,0.182941176,1.302941176,-0.395294118,-0.060588235,0.049705882,0.283529412,-0.341911765,-0.671441176,-0.422352941,0.165470588,0.074382353,0.014,-4.932058824,-0.336764706,0.115882353,-0.175882353,0.967941176,-0.370588235,-0.232647059,-0.504705882,0.409117647,0.034117647,0.037058824,0.426176471,0.192941176,-2.552647059,-1.109705882,1.017647059,0.328529412,0.271176471,-0.043823529,0.081764706,-0.158823529,-0.915794118,-0.067117647,-0.275676471,-0.098647059,0.012,-0.887882353,0.254941176,0.463647059,0.588823529,0.082941176,0.135294118,0.198823529,-0.007647059,0.117647059,0.389411765,-0.174117647,0.019411765,0.061176471,-0.181176471,0.392352941,-0.500588235,44.118,61.765,8.824,17.647,41.176,58.824,26.471,23.529,2.941,1111111,3
0.037,0.296,27,0.333,0.21063127,0.279259259,2.433333333,0.071481481,-0.384814815,0.032962963,-0.193703704,-0.3,-0.048518519,0.248888889,-0.221851852,-0.294074074,-0.112962963,-0.48037037,2.433333333,0.071481481,-0.384814815,0.032962963,-0.193703704,-0.3,-0.048518519,0.248888889,-0.221851852,-0.294074074,-0.112962963,-0.48037037,-0.202962963,0.142962963,0.53,-0.655555556,-0.42037037,-0.758518519,0.345925926,-0.268703704,0.155888889,-0.273333333,0.501666667,0.244777778,-0.02337037,-4.891851852,0.224814815,0.124814815,0.221851852,0.682592593,-0.207777778,-0.184444444,-0.234074074,-0.207777778,-0.226666667,-0.162962963,0.066666667,0.065185185,-1.286666667,-0.546296296,-0.876296296,0.33962963,-0.138518519,0.001481481,-0.123333333,0.091481481,-0.917037037,-0.251481481,-0.367666667,-0.074444444,0.087518519,-0.257333333,0.158740741,0.144925926,0.309259259,-0.324444444,-0.247037037,-0.082592593,0.051111111,0.172222222,-0.039259259,-0.227407407,0.158518519,0.095555556,-0.399259259,0.46962963,-0.437037037,37.037,48.148,25.926,3.704,37.037,62.963,25.926,11.111,14.815,1111111,3
0.346,0.385,26,0.346,0.205036992,0.328846154,1.953076923,0.043461538,-0.423846154,-0.003846154,-0.209615385,-0.360384615,-0.103076923,0.186538462,-0.165,-0.323076923,-0.152692308,-0.483846154,1.953076923,0.043461538,-0.423846154,-0.003846154,-0.209615385,-0.360384615,-0.103076923,0.186538462,-0.165,-0.323076923,-0.152692308,-0.483846154,-0.219615385,0.112692308,0.415,-0.776923077,-0.301923077,-0.864230769,0.365769231,-0.231769231,0.147346154,-0.303692308,0.533576923,0.256192308,-0.129192308,-5.088846154,0.083846154,0.174230769,0.245384615,0.711153846,-0.159230769,-0.247307692,-0.290769231,-0.264615385,-0.295,-0.225769231,0.019230769,0.035769231,-1.228846154,-0.821153846,-0.956538462,0.273076923,-0.208076923,-0.027692308,-0.128076923,0.082692308,-0.950038462,-0.289269231,-0.381307692,-0.073615385,0.100615385,-0.278769231,0.116538462,0.117653846,0.282307692,-0.344230769,-0.223461538,-0.062307692,0.003846154,0.171153846,-0.066153846,-0.243076923,0.173076923,0.119230769,-0.406153846,0.477307692,-0.492307692,38.462,50,26.923,3.846,38.462,61.538,23.077,7.692,15.385,1111111,3
0.286,0.286,21,0.524,0.437682682,0.64,0.488095238,-0.28047619,-0.267619048,0.00952381,-0.162380952,-0.228095238,-0.022380952,-0.234285714,-0.013333333,-0.348095238,-0.247619048,0.405714286,0.488095238,-0.28047619,-0.267619048,0.00952381,-0.162380952,-0.228095238,-0.022380952,-0.234285714,-0.013333333,-0.348095238,-0.247619048,0.405714286,0.314761905,0.45,-0.275714286,-0.515714286,-0.217619048,0.207142857,0.244761905,0.15247619,0.065047619,-0.032047619,0.448,-0.107904762,-0.139428571,-4.4,-0.381904762,-0.03,0.088095238,0.669047619,0.246190476,-0.212857143,-0.22,-0.071904762,-0.06952381,-0.214761905,0.377619048,-0.143333333,0.840952381,-1.263333333,-0.126666667,-0.078571429,-0.06952381,0.316666667,-0.177619048,-0.468095238,-0.821190476,-0.165238095,-0.098380952,-0.161904762,-0.170285714,-0.232,0.219857143,0.379428571,-0.117619048,0.03047619,-0.17,0.406666667,-0.156666667,0.191428571,0.214761905,0.185714286,-0.017142857,0.103333333,-0.16,0.378571429,-0.490952381,23.81,38.095,38.095,28.571,61.905,38.095,33.333,23.81,9.524,23.5471,1
0.136,0.364,22,0.545,0.536993815,0.694090909,0.510454545,-0.301363636,-0.176363636,0.191818182,-0.207727273,-0.170454545,0.480454545,-0.158181818,-0.036363636,0.126363636,-0.527272727,0.507272727,0.510454545,-0.301363636,-0.176363636,0.191818182,-0.207727273,-0.170454545,0.480454545,-0.158181818,-0.036363636,0.126363636,-0.527272727,0.507272727,0.158636364,-0.039545455,-0.277272727,-0.467272727,-0.564545455,0.792727273,0.071363636,0.245409091,0.053545455,0.051590909,0.154363636,-0.249363636,0.218181818,-3.965,-0.57,-0.091363636,0.027272727,0.587272727,0.242727273,-0.232272727,-0.134090909,-0.183636364,0.309090909,-0.302727273,0.446363636,-0.082727273,1.455,-1.024545455,0.111818182,0.57,0.221363636,0.379090909,0.091363636,-0.695909091,-0.737772727,-0.253181818,-0.156045455,-0.2225,-0.180590909,-0.329,0.4355,0.344045455,-0.178181818,0.074090909,-0.153636364,0.385,-0.058636364,0.150454545,0.375,0.117727273,0.045,0.283636364,-0.187727273,0.53,-0.421818182,27.273,31.818,40.909,31.818,63.636,36.364,31.818,31.818,0,18.95985,1
0.19,0.571,21,0.429,0.275840273,0.495714286,1.371428571,-0.074761905,-0.193809524,0.094285714,-0.034285714,0.02,0.134285714,-0.035238095,0.271428571,-0.178571429,-0.262380952,0.426190476,1.371428571,-0.074761905,-0.193809524,0.094285714,-0.034285714,0.02,0.134285714,-0.035238095,0.271428571,-0.178571429,-0.262380952,0.426190476,0.263809524,0.296190476,-0.026666667,0.015714286,-0.311428571,0.434285714,0.206190476,-0.006619048,0.046142857,0.095047619,0.154095238,-0.170380952,0.033666667,-3.712857143,-0.052380952,-0.145238095,0.01047619,0.400952381,0.093333333,-0.067142857,0.00047619,0.048095238,0.121904762,0.003809524,0.383333333,-0.171428571,0.526190476,-0.140952381,0.074285714,0.222380952,0.107142857,0.15952381,-0.027142857,-0.684761905,-0.702952381,-0.050190476,-0.039952381,-0.199190476,-0.041571429,0.048904762,0.209190476,0.178857143,0.006666667,0.132380952,-0.352857143,0.423809524,-0.013809524,0.173809524,0.22,0.05952381,-0.173333333,0.103333333,-0.114761905,0.457142857,-0.413333333,14.286,33.333,28.571,28.571,52.381,47.619,33.333,28.571,4.762,25.0293,1
0.273,0.318,22,0.409,0.295235022,0.650909091,-2.344545455,-0.884090909,-0.598181818,0.199090909,0.578181818,-1.173181818,-0.275454545,-0.528636364,-0.100909091,-0.830909091,1.142727273,1.013636364,-2.344545455,-0.884090909,-0.598181818,0.199090909,0.578181818,-1.173181818,-0.275454545,-0.528636364,-0.100909091,-0.830909091,1.142727273,1.013636364,-0.783636364,0.597272727,-0.420454545,-2.859545455,-0.245454545,-0.714545455,0.171818182,0.296727273,-0.993681818,-0.748545455,1.412772727,-0.289090909,-0.778818182,-8.094545455,-0.774090909,-0.273181818,0.954090909,1.914545455,0.386363636,-0.886363636,-1.445909091,1.058636364,-0.233636364,-1.256363636,1.208181818,-0.855454545,-1.447272727,-5.741363636,2.005,-0.523181818,-0.947727273,1.816818182,0.154545455,-0.264090909,-1.437681818,-0.166954545,-0.097954545,0.314136364,-0.694409091,-1.627772727,0.015772727,1.402727273,0.029545455,-0.243181818,0.719545455,-0.048181818,-0.370454545,0.735,0.793636364,0.552727273,-0.173181818,0.120909091,-0.471818182,0.129545455,-0.528636364,59.091,63.636,36.364,0,100,0,0,0,0,1111111,3
0.045,0.5,22,0.545,0.524819291,0.493636364,0.577727273,-0.237272727,-0.189545455,-0.003636364,-0.201363636,-0.009545455,-0.048636364,-0.01,0.271363636,-0.571818182,0.323636364,0.395454545,0.577727273,-0.237272727,-0.189545455,-0.003636364,-0.201363636,-0.009545455,-0.048636364,-0.01,0.271363636,-0.571818182,0.323636364,0.395454545,0.196818182,-0.098636364,-0.529545455,-0.283636364,-0.433181818,-0.207272727,0.175909091,-0.012636364,0.143909091,0.147409091,0.436409091,-0.150772727,-0.005727273,-4.037727273,0.220454545,-0.313636364,0.292727273,0.444545455,0.163181818,0.019545455,0.002272727,-0.051818182,0.096818182,-0.129545455,0.187272727,-0.243181818,0.289090909,-0.176818182,-0.299545455,0.169545455,-0.346818182,0.32,0.049545455,0.36,-0.763863636,-0.172227273,0.041227273,-0.0085,-0.270272727,0.120318182,0.007909091,0.276772727,-0.094545455,-0.122272727,-0.246818182,0.021363636,-0.119090909,0.320454545,-0.006363636,0.103181818,0.055454545,-0.289545455,-0.239545455,0.377272727,-0.298636364,18.182,36.364,27.273,18.182,59.091,40.909,27.273,18.182,9.091,1111111,3
0.36,0.32,25,0.56,0.601613402,0.5056,0.318,-0.2304,-0.2964,0.0696,-0.3472,-0.2332,0.322,0.092,0.114,-0.4704,-0.0648,0.09,0.318,-0.2304,-0.2964,0.0696,-0.3472,-0.2332,0.322,0.092,0.114,-0.4704,-0.0648,0.09,0.0424,-0.2608,-0.4768,-0.856,-0.7644,-0.4688,0.3376,-0.03576,0.24732,0.02596,0.55952,-0.1136,0.13172,-4.8332,0.168,-0.1056,0.6392,0.4996,0.1176,-0.1476,-0.0976,-0.5056,0.1068,-0.3756,0.1724,-0.1524,0.3956,-0.6064,-1.068,0.6768,-0.206,0.1544,0.4216,0.2004,-0.89392,-0.39184,-0.23904,0.00148,-0.14192,0.1126,0.03776,0.03656,-0.0988,-0.5044,-0.3204,0.0012,-0.0944,0.284,-0.052,-0.0436,0.0656,-0.0496,-0.5232,0.4388,-0.3456,24,44,44,4,56,44,24,16,8,1111111,3
0.167,0.361,36,0.361,0.405639003,0.176944444,2.599722222,-0.104722222,-0.059166667,0.342222222,0.121388889,0.183611111,0.218055556,0.360277778,0.179722222,-0.706666667,0.524166667,0.054444444,2.599722222,-0.104722222,-0.059166667,0.342222222,0.121388889,0.183611111,0.218055556,0.360277778,0.179722222,-0.706666667,0.524166667,0.054444444,0.121944444,0.098055556,0.119166667,0.085555556,-1.111944444,0.352222222,0.403888889,-0.376027778,-0.036333333,0.15075,0.440083333,0.16575,0.504333333,-3.643333333,0.643611111,-0.626111111,0.290833333,0.281944444,-0.170277778,0.206666667,0.161388889,0.258333333,0.608055556,-0.100833333,0.654166667,0.171111111,-0.930277778,0.864444444,0.521388889,1.171666667,-0.494444444,0.337222222,0.317777778,0.017222222,-0.708305556,-0.059916667,0.018888889,-0.022666667,-0.380833333,0.1575,0.246333333,0.314361111,0.2425,-0.194166667,-0.358055556,-0.201388889,0.123333333,0.161944444,0.313888889,0.073888889,-0.12,-0.363333333,-0.380555556,0.3925,-0.005555556,11.111,33.333,25,8.333,50,50,38.889,38.889,0,4.3282843,1
